date,signal_time,exit_time,direction,cycle,entry_price,sl_price,tp_price,exit_price,sl_pips,lots,risk_usd,result,pnl_usd,capital_after,trade_num_day,confirmations,induction_price,excellence,h4_bias,h1_bias,htf_combined
2024-05-17,2024-05-17 14:20:00+00:00,2024-05-17T14:31:00.000000,short,Normal,1.08597,1.08646,1.0845,1.08646,4.9,0.12,5.93,loss,-5.93,191.85,1,divergence|magnets,1.08626,False,neutral,short,short
2024-05-23,2024-05-23 14:07:00+00:00,2024-05-23T17:43:00.000000,short,Normal,1.08364,1.08442,1.0813,1.0813,7.8,0.08,5.76,win,17.27,209.12,1,divergence|quarters,1.08422,False,short,short,short
2024-05-28,2024-05-28 13:31:00+00:00,2024-05-28T13:37:00.000000,long,Normal,1.08764,1.08711,1.08923,1.08711,5.3,0.11,6.27,loss,-6.27,202.84,1,divergence|magnets,1.08731,False,neutral,neutral,neutral
2024-05-29,2024-05-29 15:03:00+00:00,2024-05-29T15:34:00.000000,long,Normal,1.08164,1.08091,1.08383,1.08091,7.3,0.08,6.09,loss,-6.09,196.76,1,divergence|quarters|magnets,1.08111,True,neutral,neutral,neutral
2024-06-05,2024-06-05 13:36:00+00:00,2024-06-05T14:00:00.000000,short,Normal,1.08864,1.08922,1.0869,1.08864,5.8,0.1,5.9,be,0.0,196.76,1,divergence|magnets,1.08902,False,neutral,neutral,neutral
2024-06-05,2024-06-05 13:37:00+00:00,2024-06-05T14:00:00.000000,short,Normal,1.08851,1.08922,1.08638,1.08851,7.1,0.08,5.9,be,0.0,196.76,2,divergence|magnets,1.08902,False,neutral,neutral,neutral
2024-06-05,2024-06-05 16:18:00+00:00,,long,Normal,1.08587,1.08524,1.08776,1.08524,6.3,0.09,5.9,loss,-5.9,190.86,3,divergence|quarters|magnets,1.08544,True,neutral,neutral,neutral
2024-06-06,2024-06-06 16:32:00+00:00,2024-06-06T17:37:00.000000,short,Normal,1.08838,1.08897,1.08661,1.08897,5.9,0.09,5.73,loss,-5.73,185.13,1,divergence|magnets,1.08877,False,neutral,neutral,neutral
2024-06-07,2024-06-07 15:12:00+00:00,2024-06-07T15:37:00.000000,long,Normal,1.08107,1.08056,1.0826,1.08056,5.1,0.11,5.55,loss,-5.55,179.58,1,divergence|magnets,1.08076,False,long,short,neutral
2024-06-17,2024-06-17 16:19:00+00:00,2024-06-17T18:01:00.000000,short,Normal,1.07222,1.07283,1.07039,1.07283,6.1,0.09,5.39,loss,-5.39,174.19,1,quarters|magnets,1.07263,False,neutral,short,short
2024-07-01,2024-07-01 13:59:00+00:00,2024-07-01T14:00:00.000000,long,Normal,1.07547,1.07497,1.07697,1.07547,5.0,0.1,5.23,be,0.0,174.19,1,divergence|quarters,1.07517,False,neutral,long,long
2024-07-01,2024-07-01 14:00:00+00:00,2024-07-01T14:11:00.000000,long,Normal,1.07611,1.07497,1.07953,1.07497,11.4,0.04,5.23,loss,-5.23,168.96,2,divergence|quarters,1.07517,False,neutral,long,long
2024-07-12,2024-07-12 14:20:00+00:00,2024-07-12T14:34:00.000000,short,Normal,1.08976,1.09034,1.08802,1.09034,5.8,0.08,5.07,loss,-5.07,163.89,1,divergence|quarters|magnets,1.09014,False,neutral,neutral,neutral
2024-07-24,2024-07-24 13:50:00+00:00,2024-07-24T14:15:00.000000,short,Normal,1.08575,1.08648,1.08356,1.08648,7.3,0.07,4.92,loss,-4.92,158.98,1,divergence|quarters|magnets,1.08628,True,long,short,neutral
2024-07-25,2024-07-25 14:06:00+00:00,2024-07-25T15:13:00.000000,long,Normal,1.08412,1.08341,1.08625,1.08625,7.1,0.07,4.77,win,14.31,173.29,1,divergence|magnets,1.08361,False,long,short,neutral
2024-07-26,2024-07-26 13:57:00+00:00,2024-07-26T16:19:00.000000,short,Normal,1.0864,1.08692,1.08484,1.0864,5.2,0.1,5.2,be,0.0,173.29,1,quarters|magnets,1.08672,False,neutral,neutral,neutral
2024-07-26,2024-07-26 14:21:00+00:00,,short,Normal,1.08616,1.08701,1.08361,1.08701,8.5,0.06,5.2,loss,-5.2,168.09,2,divergence|quarters|magnets,1.08681,False,neutral,neutral,neutral
2024-07-31,2024-07-31 13:39:00+00:00,2024-07-31T14:43:00.000000,short,Normal,1.08461,1.08513,1.08305,1.08305,5.2,0.11,5.04,win,15.13,183.21,1,divergence|quarters|magnets,1.08493,False,short,short,short
2024-07-31,2024-07-31 13:40:00+00:00,2024-07-31T14:46:00.000000,short,Normal,1.08447,1.08513,1.08249,1.08249,6.6,0.09,5.5,win,16.49,199.7,2,divergence|quarters|magnets,1.08493,False,short,short,short
2024-07-31,2024-07-31 14:06:00+00:00,2024-07-31T14:44:00.000000,short,Normal,1.0844,1.08487,1.08299,1.08299,4.7,0.14,5.99,win,17.97,217.68,3,divergence|quarters|magnets,1.08467,True,short,short,short
2024-08-05,2024-08-05 13:38:00+00:00,2024-08-05T16:00:00.000000,short,Normal,1.09928,1.10052,1.09556,1.09556,12.4,0.06,6.53,win,19.59,237.27,1,quarters|magnets,1.10032,False,neutral,neutral,neutral
2024-08-05,2024-08-05 13:40:00+00:00,2024-08-05T16:07:00.000000,short,Normal,1.09921,1.10052,1.09528,1.09528,13.1,0.06,7.12,win,21.35,258.62,2,quarters|magnets,1.10032,False,neutral,neutral,neutral
2024-08-05,2024-08-05 15:12:00+00:00,,short,Normal,1.09761,1.09882,1.09398,1.09882,12.1,0.06,7.76,loss,-7.76,250.86,3,divergence|quarters|magnets,1.09862,True,neutral,neutral,neutral
2024-08-07,2024-08-07 13:37:00+00:00,2024-08-07T14:09:00.000000,short,Normal,1.09228,1.09284,1.0906,1.09228,5.6,0.13,7.53,be,0.0,250.86,1,divergence|magnets,1.09264,False,neutral,short,short
2024-08-07,2024-08-07 13:39:00+00:00,2024-08-07T14:40:00.000000,short,Normal,1.09211,1.09284,1.08992,1.09284,7.3,0.1,7.53,loss,-7.53,243.34,2,divergence|magnets,1.09264,False,neutral,short,short
2024-08-08,2024-08-08 13:51:00+00:00,2024-08-08T14:53:00.000000,long,Normal,1.08857,1.08794,1.09046,1.09046,6.3,0.13,7.3,win,21.9,265.24,1,divergence|quarters|magnets,1.08814,False,short,long,neutral
2024-08-20,2024-08-20 13:52:00+00:00,2024-08-20T14:34:00.000000,short,Normal,1.10996,1.11071,1.10771,1.11071,7.5,0.1,7.96,loss,-7.96,257.28,1,divergence|quarters|magnets,1.11051,True,neutral,neutral,neutral
2024-08-21,2024-08-21 14:37:00+00:00,2024-08-21T14:50:00.000000,long,Sierra,1.11119,1.1106,1.11296,1.11296,5.9,0.14,7.72,win,23.16,280.44,1,divergence|magnets,1.1108,False,neutral,neutral,neutral
2024-08-21,2024-08-21 14:51:00+00:00,2024-08-21T15:25:00.000000,short,Sierra,1.11259,1.11318,1.11082,1.11318,5.9,0.14,8.41,loss,-8.41,272.02,2,divergence|magnets,1.11298,False,neutral,neutral,neutral
2024-08-22,2024-08-22 15:23:00+00:00,2024-08-22T17:17:00.000000,long,Normal,1.11076,1.11031,1.11211,1.11076,4.5,0.18,8.16,be,0.0,272.02,1,quarters|magnets,1.11051,False,neutral,neutral,neutral
2024-08-27,2024-08-27 14:06:00+00:00,2024-08-27T17:05:00.000000,short,Normal,1.11681,1.11738,1.1151,1.11681,5.7,0.14,8.16,be,0.0,272.02,1,divergence|magnets,1.11718,False,neutral,neutral,neutral
2024-08-27,2024-08-27 14:16:00+00:00,2024-08-27T15:32:00.000000,long,Normal,1.11659,1.11608,1.11812,1.11608,5.1,0.16,8.16,loss,-8.16,263.86,2,quarters|magnets,1.11628,False,neutral,neutral,neutral
2024-08-30,2024-08-30 14:32:00+00:00,2024-08-30T15:14:00.000000,long,Normal,1.10709,1.10598,1.11042,1.10598,11.1,0.07,7.92,loss,-7.92,255.95,1,quarters|magnets,1.10618,False,neutral,long,long
2024-09-13,2024-09-13 14:34:00+00:00,2024-09-13T20:44:00.000000,short,Normal,1.10903,1.1096,1.10732,1.10732,5.7,0.15,7.68,win,23.04,278.98,1,quarters|magnets,1.1094,False,neutral,short,short
2024-09-17,2024-09-17 14:00:00+00:00,,long,Normal,1.11176,1.11097,1.11413,1.11097,7.9,0.1,8.37,loss,-8.37,270.61,1,quarters|magnets,1.11117,False,neutral,neutral,neutral
2024-09-18,2024-09-18 14:41:00+00:00,2024-09-18T18:00:00.000000,long,Normal,1.11142,1.11062,1.11382,1.11382,8.0,0.11,8.12,win,24.36,294.97,1,divergence|quarters|magnets,1.11082,False,neutral,long,long
2024-09-18,2024-09-18 15:43:00+00:00,2024-09-18T17:44:00.000000,long,Normal,1.11148,1.11099,1.11295,1.11295,4.9,0.2,8.85,win,26.55,321.51,2,quarters|magnets,1.11119,False,neutral,long,long
2024-09-20,2024-09-20 14:11:00+00:00,2024-09-20T14:14:00.000000,long,Normal,1.11498,1.11423,1.11723,1.11423,7.5,0.12,9.65,loss,-9.65,311.87,1,divergence|quarters|magnets,1.11443,False,long,neutral,long
2024-09-25,2024-09-25 15:11:00+00:00,2024-09-25T15:15:00.000000,long,Normal,1.11655,1.11593,1.11841,1.11593,6.2,0.15,9.36,loss,-9.36,302.51,1,divergence|magnets,1.11613,False,neutral,neutral,neutral
2024-09-26,2024-09-26 13:38:00+00:00,2024-09-26T14:20:00.000000,short,Normal,1.11505,1.11617,1.11169,1.11505,11.2,0.08,9.08,be,0.0,302.51,1,divergence|quarters,1.11597,False,neutral,short,short
2024-09-26,2024-09-26 13:43:00+00:00,2024-09-26T14:42:00.000000,short,Normal,1.11447,1.11617,1.10937,1.11617,17.0,0.05,9.08,loss,-9.08,293.44,2,divergence|quarters,1.11597,False,neutral,short,short
2024-10-02,2024-10-02 13:46:00+00:00,2024-10-02T14:18:00.000000,long,Normal,1.10516,1.1045,1.10714,1.1045,6.6,0.13,8.8,loss,-8.8,284.63,1,quarters|magnets,1.1047,False,neutral,neutral,neutral
2024-10-07,2024-10-07 14:07:00+00:00,2024-10-07T17:41:00.000000,short,Normal,1.09776,1.09868,1.095,1.09868,9.2,0.09,8.54,loss,-8.54,276.1,1,divergence|quarters|magnets,1.09848,False,short,short,short
2024-10-08,2024-10-08 13:44:00+00:00,2024-10-08T14:27:00.000000,long,Normal,1.09797,1.09735,1.09983,1.09735,6.2,0.13,8.28,loss,-8.28,267.81,1,divergence|quarters,1.09755,False,long,long,long
2024-10-14,2024-10-14 14:21:00+00:00,2024-10-14T14:37:00.000000,long,Normal,1.09107,1.0906,1.09248,1.0906,4.7,0.17,8.03,loss,-8.03,259.78,1,divergence|quarters|magnets,1.0908,False,neutral,neutral,neutral
2024-10-15,2024-10-15 13:52:00+00:00,2024-10-15T16:24:00.000000,short,Normal,1.09131,1.09187,1.08963,1.08963,5.6,0.15,7.79,win,23.38,283.16,1,divergence|quarters|magnets,1.09167,True,short,neutral,short
2024-10-16,2024-10-16 15:55:00+00:00,2024-10-16T17:15:00.000000,long,Normal,1.08741,1.08641,1.09041,1.08641,10.0,0.08,8.49,loss,-8.49,274.66,1,divergence|magnets,1.08661,False,long,neutral,long
2024-10-17,2024-10-17 14:22:00+00:00,2024-10-17T14:32:00.000000,long,Normal,1.08241,1.08161,1.08481,1.08161,8.0,0.1,8.24,loss,-8.24,266.42,1,divergence|magnets,1.08181,False,long,neutral,long
2024-10-22,2024-10-22 15:03:00+00:00,2024-10-22T15:41:00.000000,long,Normal,1.0807,1.08027,1.08199,1.0807,4.3,0.19,7.99,be,0.0,266.42,1,quarters|magnets,1.08047,False,neutral,long,long
2024-10-22,2024-10-22 15:06:00+00:00,2024-10-22T17:07:00.000000,long,Normal,1.08088,1.08027,1.08271,1.08027,6.1,0.13,7.99,loss,-7.99,258.43,2,divergence|quarters|magnets,1.08047,True,neutral,long,long
2024-10-24,2024-10-24 14:17:00+00:00,2024-10-24T17:01:00.000000,short,Normal,1.08047,1.08127,1.07807,1.08127,8.0,0.09,7.75,loss,-7.75,250.68,1,quarters|magnets,1.08107,False,neutral,neutral,neutral
2024-10-29,2024-10-29 14:40:00+00:00,2024-10-29T14:42:00.000000,short,Normal,1.07928,1.07965,1.07817,1.07965,3.7,0.2,7.52,loss,-7.52,243.16,1,divergence|magnets,1.07945,False,short,neutral,short
2024-10-30,2024-10-30 13:41:00+00:00,2024-10-30T13:47:00.000000,short,Normal,1.08486,1.08574,1.08222,1.08574,8.8,0.08,7.29,loss,-7.29,235.86,1,divergence|magnets,1.08554,False,short,long,neutral
2024-11-13,2024-11-13 14:43:00+00:00,2024-11-13T14:50:00.000000,long,Normal,1.06112,1.06,1.06448,1.06,11.2,0.06,7.08,loss,-7.08,228.79,1,divergence|magnets,1.0602,False,neutral,neutral,neutral
2024-11-15,2024-11-15 14:58:00+00:00,2024-11-15T20:04:00.000000,long,Sierra,1.05325,1.05211,1.05667,1.05325,11.4,0.06,6.86,be,0.0,228.79,1,divergence|magnets,1.05231,False,neutral,neutral,neutral
2024-11-15,2024-11-15 15:02:00+00:00,2024-11-15T20:03:00.000000,long,Sierra,1.05327,1.05211,1.05675,1.05327,11.6,0.06,6.86,be,0.0,228.79,2,divergence|magnets,1.05231,False,neutral,neutral,neutral
2024-11-25,2024-11-25 14:36:00+00:00,2024-11-25T15:05:00.000000,short,Normal,1.05199,1.05302,1.0489,1.0489,10.3,0.07,6.86,win,20.59,249.38,1,quarters|magnets,1.05282,False,long,short,neutral
2024-11-25,2024-11-25 14:37:00+00:00,2024-11-25T15:30:00.000000,short,Normal,1.05157,1.05302,1.04722,1.05157,14.5,0.05,7.48,be,0.0,249.38,2,quarters|magnets,1.05282,False,long,short,neutral
2024-11-29,2024-11-29 14:55:00+00:00,2024-11-29T15:26:00.000000,long,Normal,1.05519,1.0546,1.05696,1.05519,5.9,0.13,7.48,be,0.0,249.38,1,divergence|quarters|magnets,1.0548,False,neutral,neutral,neutral
2024-11-29,2024-11-29 14:58:00+00:00,2024-11-29T15:30:00.000000,long,Normal,1.05544,1.0546,1.05796,1.0546,8.4,0.09,7.48,loss,-7.48,241.9,2,divergence|quarters,1.0548,False,neutral,neutral,neutral
2024-12-04,2024-12-04 14:45:00+00:00,2024-12-04T15:14:00.000000,long,Normal,1.04922,1.04823,1.05219,1.05219,9.9,0.08,7.26,win,21.77,263.67,1,divergence|quarters|magnets,1.04843,True,long,neutral,long
2024-12-10,2024-12-10 15:15:00+00:00,2024-12-10T15:26:00.000000,long,Normal,1.05094,1.05032,1.0528,1.05032,6.2,0.12,7.91,loss,-7.91,255.76,1,divergence|quarters|magnets,1.05052,False,neutral,neutral,neutral
2024-12-12,2024-12-12 15:49:00+00:00,2024-12-12T16:15:00.000000,long,Normal,1.04689,1.04617,1.04905,1.04905,7.2,0.12,7.67,win,23.02,278.78,1,divergence|quarters|magnets,1.04637,False,neutral,long,long
2024-12-12,2024-12-12 15:52:00+00:00,2024-12-12T16:07:00.000000,long,Normal,1.04673,1.04617,1.04841,1.04841,5.6,0.16,8.36,win,25.09,303.87,2,divergence|quarters|magnets,1.04637,False,neutral,long,long
2024-12-13,2024-12-13 15:27:00+00:00,2024-12-13T16:12:00.000000,short,Normal,1.04855,1.04974,1.04498,1.04974,11.9,0.07,9.12,loss,-9.12,294.75,1,divergence|quarters,1.04954,False,long,short,neutral
2024-12-16,2024-12-16 14:42:00+00:00,2024-12-16T14:45:00.000000,long,Normal,1.04885,1.0483,1.0505,1.0483,5.5,0.16,8.84,loss,-8.84,285.91,1,divergence|quarters|magnets,1.0485,True,neutral,long,long
2024-12-26,2024-12-26 15:32:00+00:00,2024-12-26T15:37:00.000000,short,Normal,1.04089,1.04136,1.03948,1.04136,4.7,0.18,8.58,loss,-8.58,277.33,1,divergence|quarters|magnets,1.04116,False,neutral,short,short
2024-12-27,2024-12-27 14:37:00+00:00,2024-12-27T15:45:00.000000,short,Normal,1.04313,1.04379,1.04115,1.04313,6.6,0.13,8.32,be,0.0,277.33,1,divergence|quarters|magnets,1.04359,True,neutral,neutral,neutral
