date,signal_time,exit_time,direction,cycle,entry_price,sl_price,tp_price,exit_price,sl_pips,lots,risk_usd,result,pnl_usd,capital_after,trade_num_day,confirmations,induction_price,excellence,h4_bias,h1_bias,htf_combined
2025-09-03,2025-09-03 14:23:00+00:00,2025-09-03T15:07:00.000000,short,Normal,1.16758,1.16821,1.16569,1.16758,6.3,0.16,10.3,be,0.0,343.49,1,divergence|quarters|magnets,1.16801,False,neutral,short,short
2025-09-03,2025-09-03 14:26:00+00:00,,short,Normal,1.16735,1.16821,1.16477,1.16821,8.6,0.12,10.3,loss,-10.3,333.19,2,divergence|quarters|magnets,1.16801,True,neutral,short,short
2025-09-10,2025-09-10 14:49:00+00:00,2025-09-10T16:16:00.000000,short,Normal,1.17268,1.17326,1.17094,1.17094,5.8,0.19,10.0,win,29.99,363.17,1,divergence|quarters|magnets,1.17306,True,neutral,neutral,neutral
2025-09-10,2025-09-10 14:52:00+00:00,2025-09-10T16:54:00.000000,short,Normal,1.17256,1.17326,1.17046,1.17046,7.0,0.17,10.9,win,32.69,395.86,2,divergence|quarters|magnets,1.17306,False,neutral,neutral,neutral
2025-09-10,2025-09-10 14:53:00+00:00,,short,Normal,1.17207,1.17326,1.1685,1.17326,11.9,0.1,11.88,loss,-11.88,383.98,3,divergence|quarters|magnets,1.17306,True,neutral,neutral,neutral
2025-09-12,2025-09-12 14:20:00+00:00,2025-09-12T16:06:00.000000,long,Normal,1.17209,1.17108,1.17512,1.17108,10.1,0.11,11.52,loss,-11.52,372.46,1,divergence|quarters|magnets,1.17128,False,neutral,neutral,neutral
2025-10-01,2025-10-01 13:57:00+00:00,2025-10-01T14:02:00.000000,long,Normal,1.17528,1.17478,1.17678,1.17478,5.0,0.22,11.17,loss,-11.17,361.29,1,divergence|quarters,1.17498,False,short,long,neutral
2025-10-14,2025-10-14 13:43:00+00:00,2025-10-14T14:23:00.000000,short,Normal,1.15794,1.15849,1.15629,1.15794,5.5,0.2,10.84,be,0.0,361.29,1,divergence|magnets,1.15829,False,neutral,neutral,neutral
2025-10-14,2025-10-14 13:44:00+00:00,2025-10-14T14:28:00.000000,short,Normal,1.1577,1.15849,1.15533,1.15849,7.9,0.13,10.84,loss,-10.84,350.45,2,divergence|magnets,1.15829,False,neutral,neutral,neutral
2025-10-17,2025-10-17 13:41:00+00:00,2025-10-17T13:55:00.000000,long,Normal,1.16762,1.16703,1.16939,1.16703,5.9,0.17,10.51,loss,-10.51,339.94,1,quarters|magnets,1.16723,False,neutral,long,long
2025-10-23,2025-10-23 15:37:00+00:00,2025-10-23T16:01:00.000000,short,Normal,1.16064,1.16141,1.15833,1.16141,7.7,0.13,10.2,loss,-10.2,329.74,1,divergence|magnets,1.16121,False,neutral,neutral,neutral
2025-10-24,2025-10-24 13:34:00+00:00,2025-10-24T14:14:00.000000,short,Normal,1.16319,1.16387,1.16115,1.16319,6.8,0.15,9.89,be,0.0,329.74,1,divergence|quarters|magnets,1.16367,True,neutral,neutral,neutral
2025-10-24,2025-10-24 15:34:00+00:00,,short,Normal,1.16293,1.16374,1.1605,1.16374,8.1,0.12,9.89,loss,-9.89,319.85,2,divergence|quarters|magnets,1.16354,False,neutral,neutral,neutral
2025-10-27,2025-10-27 14:41:00+00:00,2025-10-27T15:30:00.000000,short,Normal,1.16394,1.16437,1.16265,1.16394,4.3,0.22,9.6,be,0.0,319.85,1,divergence|quarters,1.16417,False,short,short,short
2025-11-04,2025-11-04 14:44:00+00:00,2025-11-04T19:31:00.000000,long,Normal,1.14796,1.14709,1.15057,1.14796,8.7,0.11,9.6,be,0.0,319.85,1,divergence|quarters,1.14729,False,short,long,neutral
2025-11-04,2025-11-04 15:08:00+00:00,2025-11-04T19:30:00.000000,long,Normal,1.14807,1.14727,1.15047,1.14807,8.0,0.12,9.6,be,0.0,319.85,2,divergence|quarters,1.14747,False,short,long,neutral
2025-11-07,2025-11-07 14:58:00+00:00,2025-11-07T15:02:00.000000,short,Normal,1.15745,1.15807,1.15559,1.15807,6.2,0.15,9.6,loss,-9.6,310.25,1,quarters|magnets,1.15787,False,neutral,neutral,neutral
2025-11-14,2025-11-14 14:45:00+00:00,2025-11-14T14:47:00.000000,long,Normal,1.16308,1.1626,1.16452,1.1626,4.8,0.19,9.31,loss,-9.31,300.94,1,divergence|magnets,1.1628,False,neutral,neutral,neutral
2025-11-18,2025-11-18 17:13:00+00:00,2025-11-18T17:45:00.000000,long,Normal,1.15766,1.15714,1.15922,1.15714,5.2,0.17,9.03,loss,-9.03,291.92,1,divergence|magnets,1.15734,False,long,long,long
2025-11-19,2025-11-19 15:13:00+00:00,2025-11-19T15:43:00.000000,long,Normal,1.15534,1.15447,1.15795,1.15447,8.7,0.1,8.76,loss,-8.76,283.16,1,divergence|quarters|magnets,1.15467,True,long,long,long
2025-11-20,2025-11-20 14:41:00+00:00,,short,Normal,1.15425,1.15519,1.15143,1.15519,9.4,0.09,8.49,loss,-8.49,274.66,1,divergence|magnets,1.15499,False,short,short,short
2025-12-02,2025-12-02 15:32:00+00:00,2025-12-02T16:58:00.000000,long,Normal,1.16099,1.15912,1.1666,1.15912,18.7,0.04,8.24,loss,-8.24,266.42,1,divergence|magnets,1.15932,False,long,long,long
2025-12-04,2025-12-04 15:16:00+00:00,2025-12-04T16:30:00.000000,long,Normal,1.16663,1.16559,1.16975,1.16559,10.4,0.07,7.99,loss,-7.99,258.43,1,divergence|quarters|magnets,1.16579,False,neutral,neutral,neutral
2025-12-05,2025-12-05 16:26:00+00:00,,long,Normal,1.16325,1.16259,1.16523,1.16259,6.6,0.11,7.75,loss,-7.75,250.68,1,quarters|magnets,1.16279,False,neutral,long,long
2025-12-08,2025-12-08 15:25:00+00:00,2025-12-08T15:39:00.000000,long,Normal,1.163,1.16225,1.16525,1.16225,7.5,0.1,7.52,loss,-7.52,243.16,1,divergence|quarters|magnets,1.16245,False,neutral,long,long
2025-12-09,2025-12-09 14:33:00+00:00,2025-12-09T15:00:00.000000,long,Normal,1.16349,1.16259,1.16619,1.16259,9.0,0.08,7.29,loss,-7.29,235.86,1,quarters|magnets,1.16279,False,neutral,long,long
2025-12-12,2025-12-12 14:42:00+00:00,2025-12-12T14:51:00.000000,short,Sierra,1.17362,1.17413,1.17209,1.17413,5.1,0.13,7.08,loss,-7.08,228.79,1,divergence|magnets,1.17393,False,neutral,short,short
2025-12-15,2025-12-15 15:11:00+00:00,,short,Normal,1.17622,1.17708,1.17364,1.17708,8.6,0.08,6.86,loss,-6.86,221.92,1,divergence|quarters|magnets,1.17688,True,neutral,short,short
2025-12-16,2025-12-16 15:08:00+00:00,2025-12-16T16:07:00.000000,short,Normal,1.17953,1.1806,1.17632,1.17632,10.7,0.07,6.66,win,19.97,241.9,1,divergence|quarters|magnets,1.1804,True,neutral,neutral,neutral
2025-12-16,2025-12-16 16:30:00+00:00,2025-12-16T17:35:00.000000,short,Normal,1.17702,1.17777,1.17477,1.17777,7.5,0.09,7.26,loss,-7.26,234.64,2,quarters|magnets,1.17757,False,neutral,neutral,neutral
2025-12-17,2025-12-17 15:21:00+00:00,2025-12-17T15:34:00.000000,short,Sierra,1.17471,1.17534,1.17282,1.17534,6.3,0.11,7.04,loss,-7.04,227.6,1,quarters|magnets,1.17514,False,neutral,short,short
2025-12-18,2025-12-18 15:47:00+00:00,2025-12-18T16:04:00.000000,short,Normal,1.17209,1.1734,1.16816,1.1734,13.1,0.05,6.83,loss,-6.83,220.77,1,divergence|magnets,1.1732,False,neutral,neutral,neutral
2025-12-23,2025-12-23 15:50:00+00:00,2025-12-23T19:55:00.000000,long,Sierra,1.17688,1.17617,1.17901,1.17901,7.1,0.1,6.62,win,19.87,240.64,1,divergence|magnets,1.17637,False,neutral,long,long
2025-12-23,2025-12-23 15:53:00+00:00,2025-12-23T17:33:00.000000,long,Sierra,1.1769,1.17617,1.17909,1.1769,7.3,0.1,7.22,be,0.0,240.64,2,divergence|magnets,1.17637,False,neutral,long,long
2025-12-29,2025-12-29 14:48:00+00:00,2025-12-29T15:45:00.000000,short,Normal,1.17846,1.17906,1.17666,1.17846,6.0,0.12,7.22,be,0.0,240.64,1,divergence|magnets,1.17886,False,short,neutral,short
2025-12-29,2025-12-29 14:51:00+00:00,2025-12-29T15:46:00.000000,short,Normal,1.17848,1.17906,1.17674,1.17848,5.8,0.12,7.22,be,0.0,240.64,2,divergence|magnets,1.17886,False,short,neutral,short
2025-12-31,2025-12-31 14:31:00+00:00,2025-12-31T14:46:00.000000,long,Normal,1.1738,1.17318,1.17566,1.17318,6.2,0.11,7.22,loss,-7.22,233.42,1,divergence|magnets,1.17338,False,neutral,neutral,neutral
