date,signal_time,exit_time,direction,cycle,entry_price,sl_price,tp_price,exit_price,sl_pips,lots,risk_usd,result,pnl_usd,capital_after,trade_num_day,confirmations,induction_price,excellence,h4_bias,h1_bias,htf_combined
2025-05-15,2025-05-15 13:53:00+00:00,2025-05-15T14:20:00.000000,long,Sierra,1.12006,1.11929,1.12237,1.11929,7.7,0.17,13.3,loss,-13.3,1316.39,1,divergence|quarters,1.11949,False,neutral,long,long
2025-05-16,2025-05-16 12:01:00+00:00,2025-05-16T13:35:00.000000,long,Normal,1.11951,1.11881,1.12161,1.11881,7.0,0.19,13.16,loss,-13.16,1303.23,1,quarters|magnets,1.11901,False,neutral,long,long
2025-06-10,2025-06-10 12:55:00+00:00,2025-06-10T13:03:00.000000,short,Normal,1.14308,1.14402,1.14026,1.14402,9.4,0.14,13.03,loss,-13.03,1290.2,1,divergence|quarters|magnets,1.14382,True,neutral,short,short
2025-06-20,2025-06-20 12:56:00+00:00,2025-06-20T14:23:00.000000,long,Normal,1.1512,1.15035,1.15375,1.15035,8.5,0.15,12.9,loss,-12.9,1277.29,1,divergence|magnets,1.15055,False,neutral,long,long
2025-06-30,2025-06-30 12:24:00+00:00,2025-06-30T12:33:00.000000,long,Normal,1.17176,1.17097,1.17413,1.17097,7.9,0.16,12.77,loss,-12.77,1264.52,1,divergence|quarters,1.17117,False,neutral,long,long
2025-07-08,2025-07-08 12:13:00+00:00,2025-07-08T13:09:00.000000,long,Normal,1.17183,1.17118,1.17378,1.17118,6.5,0.19,12.65,loss,-12.65,1251.88,1,divergence|quarters|magnets,1.17138,False,neutral,long,long
2025-07-15,2025-07-15 12:13:00+00:00,2025-07-15T12:30:00.000000,long,Normal,1.16671,1.16627,1.16803,1.16671,4.4,0.28,12.52,be,0.0,1251.88,1,divergence|quarters|magnets,1.16647,False,neutral,long,long
2025-07-15,2025-07-15 12:14:00+00:00,2025-07-15T12:30:00.000000,long,Normal,1.16681,1.16627,1.16843,1.16681,5.4,0.23,12.52,be,0.0,1251.88,2,divergence|quarters|magnets,1.16647,False,neutral,long,long
2025-07-15,2025-07-15 13:11:00+00:00,2025-07-15T13:22:00.000000,long,Normal,1.16716,1.16629,1.16977,1.16629,8.7,0.14,12.52,loss,-12.52,1239.36,3,divergence|quarters|magnets,1.16649,True,neutral,long,long
2025-07-16,2025-07-16 12:05:00+00:00,2025-07-16T12:15:00.000000,long,Normal,1.16055,1.15988,1.16256,1.15988,6.7,0.18,12.39,loss,-12.39,1226.96,1,divergence|quarters|magnets,1.16008,False,neutral,long,long
2025-07-22,2025-07-22 14:03:00+00:00,2025-07-22T14:43:00.000000,short,Normal,1.16996,1.17065,1.16789,1.17065,6.9,0.18,12.27,loss,-12.27,1214.69,1,divergence|magnets,1.17045,False,neutral,short,short
2025-07-31,2025-07-31 13:21:00+00:00,2025-07-31T14:38:00.000000,long,Normal,1.1413,1.14053,1.14361,1.14361,7.7,0.16,12.15,win,36.44,1251.14,1,quarters|magnets,1.14073,False,neutral,long,long
2025-07-31,2025-07-31 13:26:00+00:00,2025-07-31T14:42:00.000000,long,Normal,1.14138,1.14053,1.14393,1.14393,8.5,0.15,12.51,win,37.53,1288.67,2,quarters|magnets,1.14073,False,neutral,long,long
2025-08-21,2025-08-21 12:41:00+00:00,2025-08-21T13:45:00.000000,short,Normal,1.16501,1.16582,1.16258,1.16258,8.1,0.16,12.89,win,38.66,1327.33,1,divergence|magnets,1.16562,False,neutral,short,short
2025-08-29,2025-08-29 13:11:00+00:00,2025-08-29T13:30:00.000000,long,Normal,1.16574,1.16515,1.16751,1.16574,5.9,0.22,13.27,be,0.0,1327.33,1,divergence|quarters|magnets,1.16535,False,long,long,long
2025-08-29,2025-08-29 13:12:00+00:00,2025-08-29T14:16:00.000000,long,Normal,1.16598,1.16515,1.16847,1.16847,8.3,0.16,13.27,win,39.82,1367.15,2,divergence|quarters|magnets,1.16535,True,long,long,long
2025-09-03,2025-09-03 14:23:00+00:00,2025-09-03T15:07:00.000000,short,Normal,1.16758,1.16821,1.16569,1.16758,6.3,0.22,13.67,be,0.0,1367.15,1,divergence|quarters|magnets,1.16801,False,neutral,short,short
2025-09-03,2025-09-03 14:26:00+00:00,,short,Normal,1.16735,1.16821,1.16477,1.16821,8.6,0.16,13.67,loss,-13.67,1353.48,2,divergence|quarters|magnets,1.16801,True,neutral,short,short
2025-10-10,2025-10-10 12:05:00+00:00,2025-10-10T15:06:00.000000,long,Normal,1.1568,1.1557,1.1601,1.1601,11.0,0.13,13.53,win,40.6,1394.08,1,divergence|quarters,1.1559,False,neutral,long,long
2025-10-17,2025-10-17 12:02:00+00:00,2025-10-17T12:10:00.000000,long,Normal,1.16838,1.16782,1.17006,1.16782,5.6,0.25,13.94,loss,-13.94,1380.14,1,divergence|quarters|magnets,1.16802,False,neutral,long,long
2025-10-22,2025-10-22 12:53:00+00:00,2025-10-22T14:53:00.000000,long,Normal,1.15822,1.15747,1.16047,1.16047,7.5,0.19,13.8,win,41.4,1421.55,1,divergence|quarters|magnets,1.15767,True,neutral,long,long
2025-10-22,2025-10-22 12:54:00+00:00,2025-10-22T15:03:00.000000,long,Normal,1.15849,1.15747,1.16155,1.16155,10.2,0.14,14.22,win,42.65,1464.19,2,divergence|quarters,1.15767,False,neutral,long,long
2025-10-27,2025-10-27 13:20:00+00:00,2025-10-27T17:43:00.000000,short,Normal,1.1637,1.16427,1.16199,1.16427,5.7,0.25,14.64,loss,-14.64,1449.55,1,divergence|quarters,1.16407,False,short,short,short
2025-10-29,2025-10-29 12:01:00+00:00,2025-10-29T14:52:00.000000,long,Normal,1.16343,1.16253,1.16613,1.16613,9.0,0.17,14.5,win,43.49,1493.04,1,divergence|magnets,1.16273,False,long,neutral,long
2025-11-03,2025-11-03 13:34:00+00:00,2025-11-03T15:28:00.000000,long,Normal,1.15103,1.15037,1.15301,1.15103,6.6,0.23,14.93,be,0.0,1493.04,1,divergence|quarters|magnets,1.15057,False,neutral,long,long
2025-11-03,2025-11-03 13:55:00+00:00,2025-11-03T15:30:00.000000,long,Normal,1.15089,1.15041,1.15233,1.15089,4.8,0.31,14.93,be,0.0,1493.04,2,divergence|quarters|magnets,1.15061,False,neutral,long,long
2025-11-03,2025-11-03 13:58:00+00:00,2025-11-03T15:28:00.000000,long,Normal,1.15105,1.15041,1.15297,1.15105,6.4,0.23,14.93,be,0.0,1493.04,3,divergence|quarters|magnets,1.15061,True,neutral,long,long
2025-11-19,2025-11-19 13:03:00+00:00,2025-11-19T13:34:00.000000,long,Normal,1.15804,1.15739,1.15999,1.15804,6.5,0.23,14.93,be,0.0,1493.04,1,divergence|magnets,1.15759,False,long,long,long
2025-11-19,2025-11-19 13:05:00+00:00,2025-11-19T13:45:00.000000,long,Normal,1.15824,1.15739,1.16079,1.15739,8.5,0.17,14.93,loss,-14.93,1478.11,2,divergence|magnets,1.15759,False,long,long,long
2025-11-20,2025-11-20 14:12:00+00:00,2025-11-20T14:29:00.000000,short,Normal,1.15239,1.15403,1.14747,1.15403,16.4,0.09,14.78,loss,-14.78,1463.32,1,divergence|magnets,1.15383,False,short,short,short
2025-11-26,2025-11-26 13:51:00+00:00,2025-11-26T13:54:00.000000,long,Sierra,1.15583,1.15515,1.15787,1.15515,6.8,0.21,14.63,loss,-14.63,1448.69,1,divergence|quarters|magnets,1.15535,False,neutral,long,long
2025-12-05,2025-12-05 12:30:00+00:00,2025-12-05T14:30:00.000000,long,Normal,1.16466,1.16415,1.16619,1.16466,5.1,0.28,14.49,be,0.0,1448.69,1,divergence|quarters,1.16435,False,neutral,long,long
2025-12-09,2025-12-09 14:15:00+00:00,2025-12-09T14:31:00.000000,long,Normal,1.16342,1.16284,1.16516,1.16284,5.8,0.25,14.49,loss,-14.49,1434.2,1,quarters|magnets,1.16304,False,neutral,long,long
2025-12-12,2025-12-12 14:42:00+00:00,2025-12-12T14:51:00.000000,short,Sierra,1.17362,1.17413,1.17209,1.17413,5.1,0.28,14.34,loss,-14.34,1419.86,1,divergence|magnets,1.17393,False,neutral,short,short
2025-12-15,2025-12-15 12:55:00+00:00,2025-12-15T14:37:00.000000,short,Normal,1.17548,1.17611,1.17359,1.17548,6.3,0.23,14.2,be,0.0,1419.86,1,divergence|quarters|magnets,1.17591,True,neutral,short,short
2025-12-29,2025-12-29 14:48:00+00:00,2025-12-29T15:45:00.000000,short,Normal,1.17846,1.17906,1.17666,1.17846,6.0,0.24,14.2,be,0.0,1419.86,1,divergence|magnets,1.17886,False,short,neutral,short
2025-12-29,2025-12-29 14:51:00+00:00,2025-12-29T15:46:00.000000,short,Normal,1.17848,1.17906,1.17674,1.17848,5.8,0.24,14.2,be,0.0,1419.86,2,divergence|magnets,1.17886,False,short,neutral,short
