date,signal_time,exit_time,direction,cycle,entry_price,sl_price,tp_price,exit_price,sl_pips,lots,risk_usd,result,pnl_usd,capital_after,trade_num_day,confirmations,induction_price,excellence,h4_bias,h1_bias,htf_combined
2025-04-15,2025-04-15 13:22:00+00:00,2025-04-15T13:56:00.000000,long,Normal,1.13137,1.13039,1.13431,1.13137,9.8,0.13,12.44,be,0.0,414.83,1,quarters|magnets,1.13059,False,neutral,long,long
2025-04-15,2025-04-15 13:27:00+00:00,2025-04-15T13:56:00.000000,long,Normal,1.13128,1.13031,1.13419,1.13128,9.7,0.13,12.44,be,0.0,414.83,2,quarters|magnets,1.13051,False,neutral,long,long
2025-05-16,2025-05-16 12:01:00+00:00,2025-05-16T13:35:00.000000,long,Normal,1.11951,1.11881,1.12161,1.11881,7.0,0.17,12.44,loss,-12.44,402.38,1,quarters|magnets,1.11901,False,neutral,long,long
2025-05-16,2025-05-16 13:39:00+00:00,2025-05-16T14:02:00.000000,long,Normal,1.11944,1.11859,1.12199,1.11859,8.5,0.14,12.07,loss,-12.07,390.31,2,divergence|quarters|magnets,1.11879,False,neutral,long,long
2025-06-10,2025-06-10 12:55:00+00:00,2025-06-10T13:03:00.000000,short,Normal,1.14308,1.14402,1.14026,1.14402,9.4,0.12,11.71,loss,-11.71,378.6,1,divergence|quarters|magnets,1.14382,False,neutral,short,short
2025-06-10,2025-06-10 12:58:00+00:00,2025-06-10T13:03:00.000000,short,Normal,1.14324,1.14402,1.1409,1.14402,7.8,0.14,11.36,loss,-11.36,367.24,2,divergence|quarters|magnets,1.14382,False,neutral,short,short
2025-06-30,2025-06-30 12:24:00+00:00,2025-06-30T12:33:00.000000,long,Normal,1.17176,1.17097,1.17413,1.17097,7.9,0.14,11.02,loss,-11.02,356.22,1,divergence|quarters|magnets,1.17117,False,neutral,long,long
2025-06-30,2025-06-30 12:34:00+00:00,2025-06-30T13:54:00.000000,long,Normal,1.17123,1.17071,1.17279,1.17123,5.2,0.21,10.69,be,0.0,356.22,2,quarters|magnets,1.17091,False,neutral,long,long
2025-07-08,2025-07-08 12:13:00+00:00,2025-07-08T13:09:00.000000,long,Normal,1.17183,1.17118,1.17378,1.17118,6.5,0.16,10.69,loss,-10.69,345.54,1,divergence|quarters|magnets,1.17138,False,neutral,long,long
2025-07-08,2025-07-08 12:20:00+00:00,2025-07-08T12:44:00.000000,long,Normal,1.17167,1.17118,1.17314,1.17167,4.9,0.21,10.37,be,0.0,345.54,2,divergence|quarters|magnets,1.17138,False,neutral,long,long
2025-07-09,2025-07-09 12:06:00+00:00,2025-07-09T23:59:00.000000,long,Normal,1.17,1.16875,1.17375,1.17375,12.5,0.09,10.37,win,31.1,376.64,1,divergence|quarters|magnets,1.16895,False,neutral,short,short
2025-07-15,2025-07-15 12:13:00+00:00,2025-07-15T12:30:00.000000,long,Normal,1.16671,1.16627,1.16803,1.16671,4.4,0.26,11.3,be,0.0,376.64,1,divergence|quarters|magnets,1.16647,False,neutral,long,long
2025-07-15,2025-07-15 12:14:00+00:00,2025-07-15T12:30:00.000000,long,Normal,1.16681,1.16627,1.16843,1.16681,5.4,0.21,11.3,be,0.0,376.64,2,divergence|quarters|magnets,1.16647,False,neutral,long,long
2025-07-16,2025-07-16 12:05:00+00:00,2025-07-16T12:15:00.000000,long,Normal,1.16055,1.15988,1.16256,1.15988,6.7,0.16,11.3,loss,-11.3,365.34,1,divergence|quarters|magnets,1.16008,False,neutral,long,long
2025-07-16,2025-07-16 12:30:00+00:00,2025-07-16T13:12:00.000000,long,Normal,1.16019,1.15908,1.16352,1.15908,11.1,0.1,10.96,loss,-10.96,354.38,2,quarters|magnets,1.15928,False,neutral,long,long
2025-07-23,2025-07-23 13:14:00+00:00,2025-07-23T13:35:00.000000,long,Normal,1.17249,1.17131,1.17603,1.17131,11.8,0.09,10.63,loss,-10.63,343.75,1,divergence|quarters|magnets,1.17151,False,neutral,short,short
2025-07-24,2025-07-24 12:50:00+00:00,2025-07-24T13:26:00.000000,long,Normal,1.17388,1.173,1.17652,1.17652,8.8,0.13,10.31,win,30.94,374.68,1,divergence|quarters|magnets,1.1732,False,neutral,neutral,neutral
2025-07-24,2025-07-24 13:03:00+00:00,2025-07-24T13:26:00.000000,long,Normal,1.17377,1.17283,1.17659,1.17659,9.4,0.13,11.24,win,33.72,408.4,2,divergence|quarters|magnets,1.17303,False,neutral,neutral,neutral
2025-07-24,2025-07-24 13:05:00+00:00,2025-07-24T21:02:00.000000,long,Normal,1.17449,1.17283,1.17947,1.17449,16.6,0.07,12.25,be,0.0,408.4,3,divergence|quarters|magnets,1.17303,False,neutral,neutral,neutral
2025-07-31,2025-07-31 13:21:00+00:00,2025-07-31T14:38:00.000000,long,Normal,1.1413,1.14053,1.14361,1.14361,7.7,0.17,12.25,win,36.76,445.16,1,quarters|magnets,1.14073,False,neutral,long,long
2025-07-31,2025-07-31 13:26:00+00:00,2025-07-31T14:42:00.000000,long,Normal,1.14138,1.14053,1.14393,1.14393,8.5,0.17,13.35,win,40.06,485.23,2,quarters|magnets,1.14073,False,neutral,long,long
2025-07-31,2025-07-31 13:37:00+00:00,2025-07-31T14:00:00.000000,long,Normal,1.1408,1.14038,1.14206,1.1408,4.2,0.35,14.56,be,0.0,485.23,3,quarters|magnets,1.14058,False,neutral,long,long
2025-08-28,2025-08-28 12:17:00+00:00,2025-08-28T12:32:00.000000,short,Normal,1.16719,1.16784,1.16524,1.16719,6.5,0.22,14.56,be,0.0,485.23,1,divergence|quarters|magnets,1.16764,False,neutral,neutral,neutral
2025-08-28,2025-08-28 12:52:00+00:00,2025-08-28T16:53:00.000000,short,Normal,1.16733,1.16889,1.16265,1.16889,15.6,0.09,14.56,loss,-14.56,470.67,2,divergence|quarters|magnets,1.16869,False,neutral,neutral,neutral
2025-08-29,2025-08-29 13:11:00+00:00,2025-08-29T13:30:00.000000,long,Normal,1.16574,1.16515,1.16751,1.16574,5.9,0.24,14.12,be,0.0,470.67,1,divergence|quarters|magnets,1.16535,False,long,long,long
2025-08-29,2025-08-29 13:12:00+00:00,2025-08-29T14:16:00.000000,long,Normal,1.16598,1.16515,1.16847,1.16847,8.3,0.19,14.12,win,42.36,513.03,2,divergence|quarters|magnets,1.16535,False,long,long,long
2025-08-29,2025-08-29 13:16:00+00:00,2025-08-29T14:32:00.000000,long,Normal,1.16619,1.16515,1.16931,1.16931,10.4,0.16,15.39,win,46.17,559.2,3,divergence|quarters|magnets,1.16535,False,long,long,long
2025-09-18,2025-09-18 13:31:00+00:00,2025-09-18T13:33:00.000000,long,Normal,1.17852,1.178,1.18008,1.178,5.2,0.31,16.78,loss,-16.78,542.43,1,quarters|magnets,1.1782,False,neutral,short,short
2025-10-02,2025-10-02 12:08:00+00:00,2025-10-02T13:40:00.000000,short,Normal,1.17532,1.17603,1.17319,1.17319,7.1,0.25,16.27,win,48.82,591.24,1,divergence|quarters|magnets,1.17583,False,neutral,long,long
2025-10-02,2025-10-02 12:12:00+00:00,2025-10-02T12:57:00.000000,short,Normal,1.17542,1.17603,1.17359,1.17359,6.1,0.32,17.74,win,53.21,644.46,2,divergence|quarters|magnets,1.17583,False,neutral,long,long
2025-10-17,2025-10-17 12:02:00+00:00,2025-10-17T12:10:00.000000,long,Normal,1.16838,1.16782,1.17006,1.16782,5.6,0.33,19.33,loss,-19.33,625.12,1,divergence|quarters|magnets,1.16802,False,neutral,long,long
2025-10-17,2025-10-17 12:05:00+00:00,2025-10-17T12:10:00.000000,long,Normal,1.16823,1.16782,1.16946,1.16782,4.1,0.44,18.75,loss,-18.75,606.37,2,divergence|quarters|magnets,1.16802,False,neutral,long,long
2025-10-22,2025-10-22 12:53:00+00:00,2025-10-22T14:53:00.000000,long,Normal,1.15822,1.15747,1.16047,1.16047,7.5,0.26,18.19,win,54.57,660.94,1,divergence|quarters|magnets,1.15767,False,neutral,long,long
2025-10-23,2025-10-23 12:00:00+00:00,2025-10-23T12:50:00.000000,long,Normal,1.15892,1.15843,1.16039,1.16039,4.9,0.44,19.83,win,59.48,720.43,1,quarters|magnets,1.15863,False,neutral,neutral,neutral
2025-10-23,2025-10-23 12:27:00+00:00,2025-10-23T13:35:00.000000,long,Normal,1.15906,1.15845,1.16089,1.16089,6.1,0.39,21.61,win,64.84,785.26,2,quarters|magnets,1.15865,False,neutral,neutral,neutral
2025-10-24,2025-10-24 13:14:00+00:00,,short,Normal,1.16338,1.16453,1.15993,1.16453,11.5,0.2,23.56,loss,-23.56,761.71,1,divergence|quarters|magnets,1.16433,False,neutral,neutral,neutral
2025-10-24,2025-10-24 13:34:00+00:00,2025-10-24T14:14:00.000000,short,Normal,1.16319,1.16387,1.16115,1.16319,6.8,0.34,22.85,be,0.0,761.71,2,divergence|quarters|magnets,1.16367,False,neutral,neutral,neutral
2025-11-03,2025-11-03 13:34:00+00:00,2025-11-03T15:28:00.000000,long,Normal,1.15103,1.15037,1.15301,1.15103,6.6,0.35,22.85,be,0.0,761.71,1,divergence|quarters|magnets,1.15057,False,neutral,long,long
2025-11-03,2025-11-03 13:55:00+00:00,2025-11-03T15:30:00.000000,long,Normal,1.15089,1.15041,1.15233,1.15089,4.8,0.48,22.85,be,0.0,761.71,2,divergence|quarters|magnets,1.15061,False,neutral,long,long
2025-11-07,2025-11-07 14:58:00+00:00,2025-11-07T15:02:00.000000,short,Normal,1.15745,1.15807,1.15559,1.15807,6.2,0.36,22.85,loss,-22.85,738.86,1,quarters|magnets,1.15787,False,neutral,neutral,neutral
2025-11-07,2025-11-07 14:59:00+00:00,2025-11-07T15:02:00.000000,short,Normal,1.15727,1.15807,1.15487,1.15807,8.0,0.27,22.17,loss,-22.17,716.69,2,quarters|magnets,1.15787,False,neutral,neutral,neutral
2025-11-26,2025-11-26 13:51:00+00:00,2025-11-26T13:54:00.000000,long,Sierra,1.15583,1.15515,1.15787,1.15515,6.8,0.31,21.5,loss,-21.5,695.19,1,divergence|quarters|magnets,1.15535,False,neutral,long,long
2025-11-26,2025-11-26 14:04:00+00:00,2025-11-26T15:02:00.000000,long,Sierra,1.15551,1.1545,1.15854,1.15854,10.1,0.23,20.86,win,62.57,757.76,2,divergence|quarters|magnets,1.1547,False,neutral,long,long
2025-12-09,2025-12-09 14:15:00+00:00,2025-12-09T14:31:00.000000,long,Normal,1.16342,1.16284,1.16516,1.16284,5.8,0.38,22.73,loss,-22.73,735.02,1,quarters|magnets,1.16304,False,neutral,long,long
2025-12-09,2025-12-09 14:33:00+00:00,2025-12-09T15:00:00.000000,long,Normal,1.16349,1.16259,1.16619,1.16259,9.0,0.24,22.05,loss,-22.05,712.97,2,quarters|magnets,1.16279,False,neutral,long,long
2025-12-17,2025-12-17 13:27:00+00:00,2025-12-17T14:01:00.000000,short,Sierra,1.17253,1.17347,1.16971,1.17347,9.4,0.22,21.39,loss,-21.39,691.58,1,quarters|magnets,1.17327,False,neutral,short,short
2025-12-17,2025-12-17 13:28:00+00:00,2025-12-17T14:01:00.000000,short,Sierra,1.17244,1.17347,1.16935,1.17347,10.3,0.2,20.75,loss,-20.75,670.84,2,quarters|magnets,1.17327,False,neutral,short,short
2025-12-31,2025-12-31 13:04:00+00:00,2025-12-31T13:49:00.000000,short,Normal,1.17564,1.17612,1.1742,1.1742,4.8,0.46,20.13,win,60.38,731.21,1,quarters|magnets,1.17592,False,neutral,neutral,neutral
